40,19122
40,525103
74,295
105,8491
113,18092
113,37496
113,37497
113,38551
113,47351
113,50729
113,55404
113,57536
113,69023
113,69050
113,69181
113,69383
113,69384
113,69385
113,69386
113,69387
113,78790
113,80411
113,84583
113,90435
113,94404
113,102023
113,104151
113,106248
113,122231
113,145864
113,149702
113,159675
113,160661
113,163102
113,163794
113,163796
113,163798
113,163800
113,163802
113,163816
113,171640
113,173965
113,174003
113,174115
113,174516
113,179999
113,180004
113,187117
113,187128
113,192078
113,192080
113,192690
113,202684
114,7525
114,19034
114,20873
114,20874
114,20875
114,20876
114,20877
114,20878
114,21154
114,21381
114,33293
114,40390
114,42222
114,43865
114,64650
114,66601
147,34408
147,41324
147,83047
147,85548
147,121684
147,137476
147,143164
147,146671
147,166534
147,166736
147,169262
147,169311
147,169946
147,169948
147,169949
147,170094
147,170100
147,173421
147,173513
147,196044
147,200981
147,201242
147,202066
147,204909
147,219967
147,223932
147,224785
147,224798
147,228167
147,230809
147,230831
147,230859
147,239754
147,255706
147,256784
147,258893
147,269119
147,281684
147,289669
147,289687
147,298478
147,303907
147,319117
147,325593
147,330994
147,332298
147,338270
147,349346
147,353829
147,360292
147,361711
147,366340
147,371006
147,373046
147,378967
147,378968
147,378969
147,381053
147,385973
147,397140
147,402211
147,405541
147,405842
147,405895
147,407885
147,418194
147,418259
147,423360
147,434140
147,438290
147,444722
147,461083
147,461098
147,461593
147,463879
147,475616
147,497477
147,509952
147,512090
147,513343
147,513552
174,5262
174,65664
174,207832
174,207984
174,208693
174,208694
177,1736
177,954529
255,3048
255,7261
255,16291
277,5090
277,5278
277,9679
277,30887
277,32372
287,14
287,23
287,1618
287,1677
304,67084
304,484880
387,1612
387,1665
401,11970
401,19549
430,23677
462,399905
462,400038
490,34619
490,34791
490,113313
490,202920
490,368523
509,268
509,723
509,2469
509,2470
509,2471
509,2472
509,2473
509,2474
509,2475
509,2877
509,3450
509,3511
509,5568
509,5569
509,5570
509,5577
509,5578
509,5579
509,5580
509,5815
509,5867
509,5868
509,5869
509,5870
509,5871
509,5872
509,5873
509,5874
509,5875
509,5876
509,5877
509,5878
509,5879
509,5889
509,5892
509,5914
509,7706
509,8180
509,9280
509,9976
509,18079
509,27241
509,28476
509,36959
509,37621
509,37622
509,53171
