,Wiki name,Wiki URL,Vertical,Primary image,Description,Secondary image 1,Secondary image 2,Secondary image 3,Secondary image 4,Secondary image 5
,Elder Scrolls Wiki,http://de.elderscrolls.wikia.com/,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/1/10/ElderScrolls320.jpg,"Das Wiki rund um die Computerspiele Skyrim, Oblivion, Morrowind, Daggerfall und Arena, die von Bethesda Softworks entwickelt wurden. Hier findest du alle wissenswerte Informationen zu den Quests, Waffen, Gegenständen und Gegnern.",http://images1.wikia.nocookie.net/joeplayground/images/3/3b/ElderScrolls2.jpg,http://images1.wikia.nocookie.net/joeplayground/images/0/0f/ElderScrolls3.jpg,,,
,How I Met Your Mother Wiki,http://de.how-i-met-your-mother.wikia.com/,Entertainment,http://images1.wikia.nocookie.net/joeplayground/images/b/b5/HIMYM320.jpg,"Im How I Met Your Mother-Wiki findest du alle wichtigen und unwichtigen Infos zur Serie. Erfahre auf über 700 Seiten alles über Charaktere, Episoden, sowie Trivia und spekuliere gemeinsam mit anderen Fans über die zukünftige Mutter von Teds Kindern. ",http://images2.wikia.nocookie.net/joeplayground/images/c/c3/HIMYM2.jpg,,,,
,Fallout Wiki,http://de.fallout.wikia.com/,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/9/9b/Fallout320.jpg,"Das Fallout-Wiki ist dein deutschsprachiges Wiki über die Spiele der Fallout-Serie, die Welt von Fallout und seine Schöpfer. Wir sammeln alle interessanten Daten über Charaktere, Kreaturen, Fraktionen, Orte, Gegenstände und vieles mehr. Helft uns dabei!",http://images2.wikia.nocookie.net/__cb20120622104023/joeplayground/images/4/49/Fallout2.jpg,,,,
,Star Wars: The Old Republic Wiki,http://de.swtor.wikia.com/,Video Games,http://images4.wikia.nocookie.net/joeplayground/images/b/b2/SWTOR320.jpg,"Star Wars: The Old Republic ist ein Massive Multiplayer Online Rollenspiel (MMORPG), welches von BioWare entwickelt wurde. Bei uns findest du nützliche Spieletipps- und tricks, Infos zur Galaxis mit ihren Bewohnern und vieles mehr, über das du dich mit unserer Community austauschen kannst.",http://images1.wikia.nocookie.net/joeplayground/images/a/ac/Swtor2.jpg,,,,
,Scrubs Wiki,http://de.scrubs.wikia.com/,Entertainment,http://images1.wikia.nocookie.net/__cb20120530212760/joeplayground/images/4/49/Scrubs320.jpg,"Schau im Scrubs-Wiki vorbei und erlebe noch ein mal, was es in neun Staffeln Scrubs zu sehen gab. Hier erfährst du, was du verpasst oder übersehen hast und welche Folge als nächstes im deutschen Fernsehen läuft. Wir archivieren, spekulieren, diskutieren und freuen uns, wenn du mitmachst!",http://images1.wikia.nocookie.net/joeplayground/images/d/d2/Scrubs2.jpg,,,,
,Glee Wiki,http://de.glee.wikia.com/,Entertainment,http://images1.wikia.nocookie.net/joeplayground/images/3/3b/Glee320.jpg,"Im Glee-Wiki findest du alles Wissenswerte über die New Directions und was dazu gehört. Höre noch einmal alle deine Lieblingssongs aus Serie, lies nach, was Rachel und Co. in den einzelnen Folgen erleben und diskutiere mit dem Rest der Community über alles, was du noch los werden willst. ",http://images1.wikia.nocookie.net/joeplayground/images/5/57/Glee2.jpg,,,,
,Mario Wiki,http://de.mario.wikia.com/,Video Games,http://images4.wikia.nocookie.net/mario/de/images/7/7c/Mario.jpg,"Mit über 2500 Seiten entwickelt sich das MarioWiki zur größten interaktiven deutschen Datenbank für alles, was mit Super Mario zu tun hat. Hier findest du eine riesige Auswahl an Tipps und Informationen, die das Spielen noch interessanter und spannender machen.",http://images1.wikia.nocookie.net/joeplayground/images/b/be/Mario2.jpg,,,,
,Herr der Ringe Wiki,http://de.lotr.wikia.com/,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/a/af/LOTR320.jpg,"Das Der Herr der Ringe-Wiki beschäftigt sich mit dem Tolkien-Universum und all seinen fantastischen Bestandteilen. Du findest hier alles über die verschiedenen Orte, Rassen, Sprachen und die Charaktere, die du bei ihren Abenteuern begleitet hast. ",http://images1.wikia.nocookie.net/joeplayground/images/8/8e/LotR2.jpg,,,,
,Assassin's Creed Wiki,http://de.assassinscreed.wikia.com/,Video Games,http://images1.wikia.nocookie.net/joeplayground/images/3/38/AssassinsCreed320.jpg,"Das Assassins Creed-Wiki widmet sich sämtlichen Abenteuern der Assassinen Altaïr Ibn-La'Ahad, Ezio Auditore und Desmond Miles. Suchst du Komplettlösungen, geheime Orte und Items, oder willst du die Hintergrundgeschichten aller Charaktere detailliert nachlesen? Dann bist du in diesem Wiki genau richtig. ",http://images1.wikia.nocookie.net/joeplayground/images/8/88/AssassinsCreed2.jpg,,,,
,Halopedia,http://de.halo.wikia.com/,Video Games,http://images1.wikia.nocookie.net/joeplayground/images/6/65/Halo320.jpg,"Willkommen bei Halopedia, der Enzyklopädie über Halo. Du findest hier umfangreiche Informationen über die verschiedensten Themenfelder der Halo-Spieleserie und allem was dazu gehört. Erfahre Interessantes über die einzelnen Spiele, Fraktionen, Spezies und vieles mehr. ",http://images2.wikia.nocookie.net/joeplayground/images/5/55/Halo2.jpg,,,,
,Warrior Cats Wiki,http://de.warrior-cats.wikia.com/,Entertainment,http://images1.wikia.nocookie.net/joeplayground/images/9/97/WarriorCats.jpg,"Willkommen auf dem Warrior Cats-Wiki, der Seite mit allen Informationen rund um die Warrior Cats-Welt der Buchserie Warrior Cats vom Autorinnenquartett um Erin Hunter. Hier sammeln wir alles Wissenwerte zu den verschiedenen Büchern, sowie den Katzen und zugehörigen Clans. ",,,,,
,The Witcher Wiki,http://hexer.wikia.com/,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/2/25/Witcher320.jpg,"Das The Witcher-Wiki beschäftigt sich mit den Kurzgeschichten und Romanen von Andrzej Sapkowski  und den darauf basierenden Spielen. Hier findest du alle nützlichen Infos zu Carakteren, Quests, Orten, Gegenständen und allem, was du sonst noch interessiert. ",http://images2.wikia.nocookie.net/joeplayground/images/9/93/TheWitcher2.jpg,,,,
,Greys Anatomy Wiki,http://de.greysanatomy.wikia.com/,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/5/5e/GreysAnatomy1.jpg,"Im Grey's Anatomy-Wiki erfahrt ihr alles was im Seattle Grace Hospital vor sich geht. Wir beschäftigen uns mit allen Liebschaften, Intrigen, Ängsten und Erfolgen der jungen Ärzte und freuen uns über so viele fleißige Helfer wie möglich, die mit uns schreiben, spekulieren und diskutieren möchten. ",http://images2.wikia.nocookie.net/joeplayground/images/6/62/GreysAnatomy2.jpg,,,,
,Sonic Wiki,http://de.sonic.wikia.com/,Video Games,http://images3.wikia.nocookie.net/joeplayground/images/b/bb/Sonic_Wiki.jpg,"Wenn du dich für Sonic interessiert, bist du bei uns genau richtig! Wir haben auf dieser Seite alles Wichtige zusammengefasst, Charakterinfos, Wichtiges über die bisherigen Staffeln bis hin zu besonderen Songs, Episoden und vielem mehr. Komm vorbei, es gibt einiges zu entdecken.",http://images1.wikia.nocookie.net/joeplayground/images/1/1e/Sonic.jpg,http://images4.wikia.nocookie.net/joeplayground/images/1/13/Sonic320.jpg,,,
,Yu-Gi-Oh! Wiki,http://de.yugioh.wikia.com/,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/0/0a/Yugioh320.jpg,"Yu-Gi-Oh! ist ein Anime, in dem mit Karten - den Duel Monsters gekämpft wird. Das dazugehörge Kartenspiel ist ebenfalls im Handel erhältlich. In diesem Wiki beschäftigen wir uns mit allem, was dazu gehört und freuen uns über angemeldete motivierte User, die unsere Datenbank erweitern wollen. ",http://images2.wikia.nocookie.net/joeplayground/images/6/64/YuGiOh2.jpg,,,,
,Jagged Alliance Wiki,http://de.jaggedalliance.wikia.com/,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/c/c8/TopWiki_JaggedAlliance320.jpg,"Im Jagged Alliance-Wiki werden alle Teile der Jagged Alliance Reihe behandelt. Hier findest du Informationen zu den Quests, Söldnern, Waffen, Arulco und vielem mehr! Wir sind immer auf der Suche nach aktiven Menschen, die sich am Wiki beteiligen wollen und freuen uns über deine Teilnahme.",,,,,
,Bakupedia,http://de.bakugan.wikia.com/,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/9/97/Bakugan320.jpg,,,,,,
,Sherlock Holmes Wiki,http://de.sherlockholmes.wikia.com/,Entertainment,,"In der Sherlockpedia werden alle Informationen rund um Sherlock Holmes gesammelt. Alles vom 19ten Jahrhundert bis heute, inklusive der vielen Geschichten und der Filme, wird hier zusammengetragen und in einer übersichtlichen Enzyklopädie vereint!",,,,,
,Avatar Wiki,http://de.avatar.wikia.com/,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/7/77/Avatar320.jpg,"Im Avatar-Wiki sammeln wir Informationen rund um das Avatar-Universum. Ob Film, Zeichentrickserie oder die Bücher, alles wird hier auf schon fast 600 Seiten behandelt, und jeder kann sich beteiligen!",,,,,
,The Big Bang Theory Wiki,http://de.bigbangtheory.wikia.com/,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/1/1a/BigBangTheory320.jpg,"Erfahre alles über die vier Chaoten Leonard, Sheldon, Howard und Rajesh, sowie deren Freundin und Nachbarin Penny. Außerdem findest du hier Infos zu den Staffeln und Folgen der Serie.",,,,,
,Supernatural Wiki,http://de.supernatural.wikia.com/,Entertainment,http://images1.wikia.nocookie.net/joeplayground/images/e/ed/Supernatural320.jpg,"Im Supernatural Wiki dreht sich alles um die gleichnamige Serie. Hier findet man alles über die Charaktere, Dämonen und Monster sowie zu den einzelnen Staffeln und Episoden. Wir freuen uns über viele leidenschaftliche Fans und Helfer!",,,,,
,Alles Was Zählt Wiki,http://alleswaszaehlt.wikia.com/,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/1/1a/Alleswaszahelt320.jpg,"Das Alles was zählt-Wiki ist eine Enzyklopädie zur RTL Soap Alles was zählt. Auf über 1500 Seiten findet man hier Informationen zu allen Folgen von 2006 bis 2012, den Hauptdarstellern und vielem mehr. Fleißige Mitarbeiter sind immer willkommen.",,,,,
,Phineas und Ferb Wiki,http://phineasundferb.wikia.com/,Entertainment,http://images1.wikia.nocookie.net/joeplayground/images/9/9f/PhineasAndFerb320.jpg,"Das Phineas und Ferb-Wiki ist eine Wissenssammlung rund um die gleichnamige TV Serie. Hier findet man Informationen zu den Charakteren und Episoden, zu den Liedern, Synchronsprechern und vielem mehr.",,,,,
,Avatar Wiki,http://de.james-camerons-avatar.wikia.com/,Entertainment,http://images2.wikia.nocookie.net/__cb20120312174606/joeplayground/images/7/77/Avatar320.jpg,"Im Avatar Wiki findet man Informationen rund um das Avatar Universum. Auf über 280 Seiten gibt es hier Informationen zum Film, zur Serie, den Spielen, den Charakteren, der Geschichte und Kultur und zu vielem mehr.",,,,,
,Valve Wiki,http://de.valve.wikia.com/,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/f/fa/HalfLife320.jpg,"Das Valve-Wiki ist ein Wiki, das sich mit allen Spielen von Valve, sowie deren Mods beschäftigt. Von Half Life über Portal, von Left 4 Dead zu Team Fortress. Hier findest ud nützliche Informationen und Neuigkeiten.",,,,,
,Bioshock Wiki,http://de.bioshock.wikia.com/,Video Games,http://images3.wikia.nocookie.net/joeplayground/images/d/df/BioShock_Wiki.jpg,"Das Wiki in dem du alles über Bioshock erfährst. Du findest hier alles zu den Spielen, dem Roman zum Spiel und wie es in der Planung zum BioShock-Film vorangeht. Darüber hinaus findest du hier Informationen zu den Charakteren, den Orten, den Waffen und Fähigkeiten in BioShock.",,,,,
,Game of Thrones Wiki,http://de.gameofthrones.wikia.com/,Entertainment,http://images4.wikia.nocookie.net/joeplayground/images/0/0a/Game_of_Thrones_Wiki.jpg,"Hier findest du alles, was du über die preisgekrönte Serie Game of Thrones von HBO und der Romanreihe Das Lied von Eis und Feuer von George R. R. Martin wissen willst: Informationen über die Häuser Stark, Lennister, Baratheon, Targaryen, sämtliche Charaktere von Arya bis Yoren und alle Orte von Westeros.",,,,,
,Sims Wiki,http://de.sims.wikia.com/,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/1/1e/Sims320.jpg,"In Die Sims bestimmt ihr über das Leben eurer Sims. Ihr entscheidet, mit welchen Leuten sie sich umgeben, welchen Beruf sie wählen und welchen Hobbies sie nachgehen. Gleichzeitig müsst ihr allerdings auf ihre Bedürfnisse achten: Sims wollen unterhalten, gepflegt und beschäftigt werden und haben ganz unterschiedliche Wünsche. Im Sims-Wiki könnte ihr euch über die erfolgreichste Lebenssimulation der Welt informieren.",,,,,
,Black Butler Wiki,http://de.black-butler.wikia.com/,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/d/da/Kuroshitsuji320.jpg,"Im Black Butler Wiki erfährst du alles, was du über die gleichnamige Manga- und Anime-Reihe wissen musst. Lerne Ciel Phantomhive kennen, der mit dem dämonischen Sebastian Michaelis einen Pakt schloss, um sich selbst und seine Eltern zu rächen.",,,,,
,Sailor Moon Wiki,http://de.sailor-moon.wikia.com/,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/6/69/Sailor_Moon_Wiki.jpg,"Das Sailor Moon-Wiki beschäftigt sich mit der Manga- und Animereihe rund um Usagi Tsukino, genannt Bunny, die mit den anderen Sailor-Kriegerinnen gegen böse Mächte kämpft. Sailor Moon gehört mit der großen Anzahl an Film-, Musik-, Videospiel- und Musicaladaptionen zu den international erfolgreichsten und bekanntesten Animes und Mangas.",,,,,
,Zamonien Wiki,http://de.zamonien.wikia.com/,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/a/ae/Zamonien_Wiki.jpg,"Das Zamonien-Wiki befasst sich mit den Zamonien-Romanen von Walter Moers. Dazu gehören ""Die 13½ Leben des Käpt’n Blaubär"", ""Ensel und Krete"", ""Rumo & Die Wunder im Dunkeln"", ""Die Stadt der Träumenden Bücher"", ""Der Schrecksenmeister"" und ""Das Labyrinth der Träumenden Bücher"".",,,,,
,Victorious Wiki,http://de.victorious.wikia.com/,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/b/bc/Victorious320.jpg,"VICTORiOUS ist eine US-amerikanische Teen-Sitcom, die vom Alltag und den Abenteuern von sieben Schülern der privaten Schauspielschule Hollywood Arts in Los Angeles erzählt. Hier findest du wissenswerte Informationen über alle Episoden und Charaktere wie Tori Vega, André Harris, Robbie Shapiro oder Jade West.",,,,,
,House Wiki,http://de.house.wikia.com/,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/7/7b/House_Wiki.jpg,"Dr. Gregory House, gespielt von Hugh Laurie, ist der Protagonist der TV-Serie Dr. House. Dr. House ist ein Einzelgänger und ein Genie auf dem Gebiet der Medizin. Er leitet die diagnostische Abteilung im fiktiven Princeton-Plainsboro Teaching Hospital.",,,,,
,Walking Dead Wiki,http://de.walkingdead.wikia.com/,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/8/8d/WalkingDead320.jpg,"Eine Epidemie mit apokalyptischem Ausmaß hat die Erde überzogen. Die Toten sind wieder auferstanden und sie haben Hunger... auf die Lebenden. Dieses wiki widmet sich der Serie The Walking Dead. Bei uns findest du Übersichten über Charaktere und Folgen, Trivia und vieles mehr.",http://images2.wikia.nocookie.net/joeplayground/images/4/4c/TWD.jpg,,,,
,Law & Order Wiki,http://de.lawandorder.wikia.com/,Entertainment,http://images4.wikia.nocookie.net/joeplayground/images/7/70/Lawandorderwiki.jpg,"Law & Order-Wiki ist eine Datenbank, die sich mit der seit 1990 bestehenden US-amerikanischen Fernsehserie befasst, die vom Aufklären von Verbrechen und den dazugehörigen Gerichtsverhandlungen in New York handelt. Die Serie ist die erste einer ganzen Reihe von Krimiserien, die von Dick Wolf produziert werden und das amerikanische Fernsehen seit nunmehr 20 Jahren prägen.",,,,,
,Magical DoReMi Wiki,http://de.doremi.wikia.com/,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/a/af/Doremiwiki.jpg,"Doremi Harukazu ist eine ist eine junge Hexenschülerin, die bei der alten Hexe Mahorka lernt, wie sie und einige Schulfreundinnen junge Hexen werden. Dabei geht es turbulent und teilweise auch ein wenig tollpatschig zu, aber Doremi hat das Herz immer am rechten Fleck.",,,,,
,Merlin Wiki,http://de.merlin.wikia.com/,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/c/ca/Merlin320.jpg,"Das Merlin Wiki beschäftigt sich mit Merlin - Die neuen Abenteuer"", einer Fantasy-Serie, welche die Jugendjahre des legendären Zauberers von Camelot und des späteren König Arthurs schildert. Sie wird seit März 2008 von Shine und BBC Wales produziert und wurde am 20 September 2008 auf BBC One zum ersten Mal ausgestrahlt.",,,,,
,Breaking Bad Wiki,http://de.breakingbad.wikia.com/,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/4/4f/Breakingbadwiki.jpg,"Willkommen im Breaking Bad-Wiki! Diese Seite behandelt die von Kritikern als ""die beste Sendung im Fernsehen"" gelobte Sendung Breaking Bad. Da dies ein Wiki ist, kannst du Artikel bearbeiten und erstellen sowie Interessierten helfen, mehr über diese Serie zu erfahren",,,,,
,Rappelz Wiki,http://de.rappelz.wikia.com/,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/5/5d/Rappelz_Obsessionwiki.jpg,Willkommen im neuen deutschsprachigen Rappelz-Wiki. Ziel ist alle Informationen zum südkoreanischen MMORPG Rappelz zusammenzutragen und ein Nachschlagewerk für die Spieler zu bilden. Wir beziehen uns hier auf die deutsche Version des Spiels. Unterschiede in den Inhalten zu anderen Regionen sind daher nicht ausgeschlossen.,,,,,
,Ghibli Wiki,http://de.ghibli.wikia.com/,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/6/6b/Ghibliwiki.png,"Dieses Wiki sammelt und präsentiert die Werke von Studio Ghibli. Auch Charaktere und Hintergrundinformationen werden hier archiviert. Wer mehr wissen will, kann die Hilfe- und Historyseite besuchen. Studio Ghibli ist ein bekanntes Animationsstudio für Animes. Die berühmtesten Werke sind Prinzessin Mononoke und Chihiros Reise ins Zauberland.",,,,,
,Metal Gear Wiki,http://de.metalgear.wikia.com/,Video Games,http://images3.wikia.nocookie.net/joeplayground/images/6/64/MetalGear320.jpg,"Im Metal Gear-Wiki gibt es einiges zu entdecken! Wir beschäftigen uns mit allen Details der Spieleserie, unter anderem findest du Übrsichten zu Charakteren, Waffen, Items und wichtigen Orten. Schlendere einfach mal ein bisschen im wiki umher und du wirst einiges finden, das dich interessiert.",http://images4.wikia.nocookie.net/joeplayground/images/e/eb/Metal_Gear2.jpg,,,,
,Dark Orbit Wiki,http://de.darkorbit.wikia.com/,Video Games,http://images3.wikia.nocookie.net/joeplayground/images/e/ef/DarkOrbit1.jpg,"In diesem Wiki findest du alles rund um das Browserspiel DarkOrbit. Hier werden sämtliche Informationen von den Raumschiffen und Maps über die Gegner, Waffen und Munition bis hin zu Tipps & Tricks zusammengetragen. Jeder kann dazu beitragen und mithelfen!",http://images4.wikia.nocookie.net/joeplayground/images/2/2c/DarkOrbit2.jpg,,,,
,Drakensang Wiki: Am Fluss der Zeit,http://drakensang2.wikia.com/,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/5/5b/Drakensang_Im_Fluss_der_Zeit.jpg,"Das Am Fluss der Zeit Wiki bietet dir alle Informationen rund um das Computer-Rollenspiel Drakensang: Am Fluss der Zeit. Falls du Informationen zum Vorgänger Das Schwarze Auge: Drakensang sucht, wirst du im Drakensang-Wiki fündig. Informationen zum Addon Phileassons Geheimnis findest Du in einem eigenen Wiki: Drakensang — Am Fluss der Zeit: Phileassons Geheimnis. ",http://images2.wikia.nocookie.net/joeplayground/images/4/4d/DrakensangFdZ2.jpg,,,,
,Vampire Diaries Wiki,http://de.vampirediaries.wikia.com/,Entertainment,http://images1.wikia.nocookie.net/joeplayground/images/5/5c/VampireDiaries320.jpg,"Das Vampire Diaries-Wiki widmet sich der gleichnamigen TV-Serie. Hier erfahrt ihr alles über Elena, Damon, Stefan und Co. Wir arbeiten gemeinsam an einer informativen Datenbank über die verschiedenen Folgen, Charaktere, Wesen und ihre besonderen Fähigkeiten.",http://images1.wikia.nocookie.net/joeplayground/images/2/2d/VampireDiaries2.jpg,,,,
,Souleater Wiki,http://de.souleater.wikia.com/,Entertainment,http://images3.wikia.nocookie.net/joeplayground/images/5/5f/SoulEater320.jpg,"Das Soul Eater-Wiki ist eine Enzyklopädie rund um den japanischen Soul Eater Manga und dem Spin Off ""Soul Eater Not!"" von Atsushi Okubo. Auf über 175 Seiten findest du hier alle Infos zu Charakteren, Magie, Attacken und noch viel mehr!",,,,,
,Banjo Kazooie Wiki,http://de.banjokazooie.wikia.com/,Video Games,http://images3.wikia.nocookie.net/joeplayground/images/3/34/Banjo_Kazooie.jpg,"Das Banjo-Kazooie-Wiki befasst sich mit der Jump'n'Run-Videospielserie Banjo-Kazooie. Hier wirst du fündig, wenn du nach Informationen über die Charaktere, Welten und Level, Gegenstände, Bosse und Moves der Banjo-Kazooie-Reihe suchst.",,,,,
,Twilight Wiki,http://de.twilight.wikia.com/,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/6/60/Twilight_Wiki.jpg,"Das Twilight Wiki behandelt alle Bücher und Filme der Twilight-Saga. Finde alles heraus, was du schon immer über Bella Swan, Edward Cullen und Jacob Black wissen wolltest und tauche ein in die Geschichten von Stephenie Meyer.",,,,,
,Flyff Wiki,http://de.flyff.wikia.com/,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/f/fb/Flyff1.jpg,"Herzlich willkommen im Flyff-Wiki! Dieses Wiki sammelt alle Informationen rund um Flyff und soll dazu beitragen, Deinen Spielspaß zu verbessern. Du kannst hier deine Erfahrungen mit andern Spielern auszutauschen, selbst neue Tipps und Tricks hinzufügen, bestehende Infos verbessern, und sogar ganz ohne Anmeldung im Forum schreiben!",http://images2.wikia.nocookie.net/joeplayground/images/9/9a/Flyff2.jpg,,,,
,Bleach Wiki,http://de.bleach.wikia.com/,Entertainment,http://images2.wikia.nocookie.net/joeplayground/images/1/11/Bleach320.jpg,"Wilkommen im BleachWiki, dem deutschsprachigen Wiki für Fans der Anime- und Mangaserie Bleach von Tite Kubo. Auf über 1200 Seiten gibt es spannende Informationen über Orte, Waffen und die einzigartigen Charaktere aus der Welt von Bleach und ihren Paralleldimensionen. ",http://images1.wikia.nocookie.net/joeplayground/images/4/4e/Bleach2.jpg,,,,
,Dofus Wiki,http://de.dofuswiki.wikia.com/,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/5/54/Dofus320.jpg,"Das Dofus-Wiki ist eine Wissenssammlung rund um das Massen-Mehrspieler-Online-Rollenspiel Dofus. Hier findet man Tipps und Tricks rund um das Spiel sowie Informationen zu Gegenständen, der Welt von Dofus, dem Kampfsystem und noch viel mehr!",,,,,
,iCarly Wiki,http://de.icarly.wikia.com/,Entertainment,http://images1.wikia.nocookie.net/joeplayground/images/8/8d/Icarly320.jpg,In der iCarly-Pedia findet man alle Informationen zur US-amerikanischen Nickelodeon Serie iCarly. Hier gibt es Infos zu den Episoden und Charakteren der Serie.,,,,,
,LA Noire Wiki,http://de.lanoire.wikia.com/,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/9/9e/LANoire320.jpg,"Das L.A. Noire Wiki befasst sich mit dem gleichnamigen Videospiel. Im Spiel übernimmt der Spieler die Rolle von Cole Phelps, einem Detective des Los Angeles Police Department, der die Aufgabe hat, etwa zwanzig Kriminalfälle im Los Angeles der späten vierziger Jahre zu lösen. In diesem Wiki findest du nützliche Informationen zu den Charaktern, Fällen, Fahrzeugen, Gebäuden, Waffen und vielem mehr.",,,,,
,FFXIclopedia,http://de.wiki.ffxiclopedia.org/,Video Games,http://images2.wikia.nocookie.net/joeplayground/images/5/5b/FFXIclopedia320.jpg,"Die FFXIclopedia ist ein Wiki, das sich darum bemüht, stets ein verlässliches Nachschlagewerk für Final Fantasy XI-Fragen zu sein. Hier gibt es Wissenswertes zu Missionen, Völkern, Regionen Aufträgen, Jobs und Kämpfen aus Final Fantasy XI.",,,,,
