,Wiki name,URL,Vertical,Primary image,Description
,La Era de Hielo Wiki,http://es.iceage.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/4/48/ES_Ice_Age_480.png,"La Era de Hielo Wiki es la enciclopedia en español dedicada a esta saga cinematográfica estrenada por 20th Century Fox. El proyecto recopila toda la información sobre Manny, Sid o Scrat, junto al resto de personajes, en las cuatro entregas ambientadas en la edad glaciar."
,ES - Lostpedia,http://es.lostpedia.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/0/05/ES_Lost_480.png,"Lostpedia es la enciclopedia en español dedicada a la serie de televisión Perdidos. Este proyecto trata de recopilar toda la información relacionada con la exitosa creación de J.J. Abrams; sus personajes y su relación con la iniciativa Dharma, y todos los misterios que rodean a la gente de la isla."
,InuYasha Wiki,http://es.inuyasha.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/b/b6/ES_Inuyasha_480.png,"InuYasha Wiki es la enciclopedia en español dedicada a la franquicia creada por Rumiko Takahashi. Este proyecto colaborativo recopila información sobre el manga, luego adaptado a anime, donde su protagonista InuYasha y sus amigos tratan de buscar los fragmentos de la Shikon no Tama."
,Kid vs Kat Wiki,http://es.kidvskat.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/5/5c/ES_Kitvskat_480.png,"Kid vs Kat Wiki es la enciclopedia en español dedicada a la serie de animación emitida por Disney XD. En este proyecto se recopila toda la información relacionada con su protagonista, Coop Burtonberguer, y sus constantes peleas con un gato llamado Sphynx, realmente un alienígena cyborg."
,Sakura Card Captors Wiki,http://es.sakuracardcaptors.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/6/64/ES_Sakura_Cards_480.png,"Sakura Card Captors Wiki es la enciclopedia en español dedicada a Cardcaptor Sakura. Este proyecto recopila toda la información relacionada con este manga, posteriormente adaptado a anime, creado por el grupo de mangaka CLAMP; y que relata las aventuras de Sakura y su búsqueda de las cartas Clow."
,Wiki Bleyblade,http://es.bleyblade.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/e/e0/ES_Bleyblade_480.png,Aprende a usar las Bestias Bit para ganar las batallas. En este wiki encontrarás toda la información que necesitas sobre Bley Blade.
,My Little Pony: La Magia de la Amistad Wiki,http://es.mlp.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/c/c9/ES_My_Little_Pony_480.png,My Little Pony: La magia de la amistad Wiki es la enciclopedia en español dedicada a la serie de televisión animada creada por Hasbro. En este proyecto se recopila toda la información relacionada con las aventuras de Twilight Sparkle y los habitantes de Ponyville acerca de la amistad.
,Wiki Grachi,http://es.grachinick.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/8/86/ES_Grachi_480.png,"Wiki Grachi es la enciclopedia en español dedicada a la telenovela juvenil emitida por Nickelodeon Latinoamérica. Este es un proyecto colaborativo que trata de recopilar información relacionada con las aventuras de Grachi, una joven con poderes mágicos, y su relación con sus allegados mientras afronta su adolescencia."
,Shaman King Wiki,http://es.shamanking.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/2/27/ES_Shaman_480.png,"Shaman King Wiki es la enciclopedia en español dedicada a la creación de Hiroyuki Takei. Este proyecto recopila toda la información referente al manga original y su posterior adaptación al anime, que relata las vivencias de Manta Oyamada y su amigo Yoh Asakura preparándose para ser el rey shaman."
,Generador Rex - Cartoon Network Wiki,http://es.generadorrexcn.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/a/af/ES_Generador_Rex_480.png,"Generador Rex - Cartoon Network Wiki es la enciclopedia en español dedicada a la serie de animación estadounidense creada por Man of Action. El proyecto recopila información relacionada con la franquicia; que relata el trabajo de Rex, uno de los E.V.O.s que lucha por curar al resto de la dominación de los nanites."
,Wiki Burijji,http://es.burijji.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/a/a2/ES_Buriji_480.png,"Si eres todo un experto en Naruto, puedes probar a ingresar en esta comunidad. Tendrás que demostrar todos tus conocimientos sobre el manga y el anime para poder comenzar a editar y crear tu propia historia sobre Naruto"
,Fusion Fall Wiki,http://es.fusionfallcn.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/6/6b/ES_Fusion_Fall_480.png,"Fusion fall Wiki es la enciclopedia en español dedicada a Cartoon Network Universe: FusionFall. Este proyecto recopila toda la información relacionada con el videojuego multijugador masivo en línea desarrollado por el canal de televisión, donde aparecen muchos personajes de series propias."
,Claymore Wiki,http://es.claymore.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/3/38/ES_Claymore_480.png,"Claymore Wiki es la enciclopedia en español dedicada a la franquicia creada por Norihiro Yagi. Este proyecto recopila toda la información relacionada con el manga, su posterior adaptación al anime y también el videojuego; que tratan sobre estas criaturas medio humanas-yoma que protegen al resto de la humanidad."
,Wiki Max Steel,http://es.maxsteel.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/b/bb/ES_Max_Steel_480.png,"Max Steel Wiki es la enciclopedia en español dedicada al personaje homónimo creado por Mattel. Este proyecto trata de recopilar toda la información referente a los productos relacionados; tanto la figura de acción, la serie derivada emitida por Cartoon Network, y la gran saga de películas relacionadas."
,Neo Genesis Evangelion Wiki,http://es.evangelion.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/8/8a/ES_Neon_Genesis_480.png,"Neo Genesis Evangelion Wiki es la enciclopedia en español dedicada a la franquicia creada por Yoshiyuki Sadamoto. El proyecto trata de recopilar información relacionada con el manga original, su posterior adaptación al anime y otro material como spin-offs, películas o videojuegos."
,ICarly Wiki,http://es.icarly.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/4/40/ES_ICarly_480.png,"ICarly Wiki es la enciclopedia en español dedicada a la sitcom estadounidense iCarly emitida por Nickelodeon. Se trata de un proyecto colaborativo que recopila toda la información sobre las aventuras de Carly Shay y sus dos amigos en el webshow iCarly; como ahora sus personajes, actores o episodios."
,Fringe Wiki,http://es.fringe.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/2/29/ES_Fringe_480.png,Fringe Wiki es la enciclopedia en español dedicada a la serie de televisión emitida por Fox. Este proyecto colaborativo trata de recopilar toda la información relacionada con esta creación de J. J. Abrams; que trata sobre el científico Walter Bishop y su reencuentro con su hijo tras medicación de una agente federal.
,South Park Wiki,http://es.southpark.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/5/5b/ES_South_Park_Fanon_480.png,"South Park Wiki es la enciclopedia dedicada a la famosa serie de televisión animada emitida por Comedy Central. Este proyecto recopila toda la información acerca de las aventuras de Stan, Kyle, Cartman y Kenny en este pueblo ficticio de Colorado; conocida por su lenguaje obsceno y violencia extrema."
,Housepedia,http://es.house.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/8/83/ES_House_480.png,"Housepedia es la enciclopedia en español dedicada a la exitosa serie de televisión House M. D. Este proyecto recopila toda la información referente al trabajo del Dr. Gregory House al frente del equipo de diagnóstico en un hospital de Nueva Jersey; tratando aspectos como los personajes, actores o episodios."
,Futurama Wiki,http://es.futurama.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/b/b2/ES_Futurama_480.png,"Futurama Wiki en Español es la enciclopedia dedicada a la serie de televisión animada emitida por Fox. Este proyecto recopila toda la información relacionada con la serie creada por Matt Groening; que relata las aventuras de Fry en su viaje al futuro año 3000, junto a sus amigos Bender, Leela y su descenciente Hubert."
,Memory Alpha,http://es.memory-alpha.org,Entertainment,http://images.wikia.com/joeplayground/images/c/c1/ES_Memory_Alpha_480.png,"Memory Alpha es la enciclopedia en español dedicada al universo Star Trek. Se trata de un proyecto abierto de colaboración que trata de recopilar toda la información disponible relacionada con la franquicia; ya sea la saga de series de televisión, la de películas u otros productos como cómics y videojuegos."
,Wiki Tron,http://es.tron.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/f/fc/ES_Tron_480.png,"Wiki Tron es la enciclopedia en español dedicada al universo creado por Steven Lisberger. Este proyecto recopila toda la información relacionada con la película original, su secuela Tron Legacy; y otros productos relacionados como el videojuegos Tron 2.0 y Evolution, las historietas o la serie televisiva."
,Hielo y Fuego Wiki,http://hieloyfuego.wikia.com,Entertainment,http://images.wikia.com/joeplayground/images/b/b6/ES_A_Song_of_Ice_and_Fire_480.png,Hielo y Fuego Wiki es la enciclopedia en español dedicada a la serie Canción de Hielo y Fuego; creada por George R. R. Martin. En este proyecto colaborativo se recopila toda la información relacionada; incluyendo toda la saga literaria y la exitosa serie de televisión Juego de Tronos.
,FakéMon Wiki,http://es.pokefanon.wikia.com,Lifestyle,http://images.wikia.com/joeplayground/images/9/9c/ES_Pokemon_Fanon_480.png,"Si jugando a Pokémon alguna vez has experimentado la sensación de vivir más aventuras, tus propias aventuras, has dado con el lugar correcto. Aquí podrás crear tus propias historias sobre Pokémon apartándote tanto como necesites de las líneas originales"
,Digimon Fanon Wiki,http://es.digimonfanones.wikia.com,Lifestyle,http://images.wikia.com/joeplayground/images/a/ad/ES_Digimon_Fanon_480.png,"El mundo digital se te quedó muy pequeño, sientes que los Digimon deberían poder digievolucionar aun más y convertirse en nuevos digimon de niños elegidos. Es tu sitio, en este wiki podrás crear tus propias historias sobre digimon, crear tus propios digimon y sus propias historias"
,Ben 10 fanon Wiki,http://es.ben10fanon.wikia.com,Lifestyle,http://images.wikia.com/joeplayground/images/6/68/ES_Ben10_Fanon_480.png,"Eres un gran seguidor de Ben 10, no te pierdes ningún capítulo y tienes todos los videojuegos, adoras la serie, pero crees que podría llegar a ser algo más. No hay problema, desata tu originalidad y tu creatividad creando nuevas historias sobre esta saga, ahora tú eres quien tiene el poder"
,CeraWiki,http://ceramica.wikia.com/,Lifestyle,http://images.wikia.com/joeplayground/images/3/33/ES_Pottery_480.png,"Nunca imaginaste las cosas que se pueden hacer con la cerámica, es arte en estado puro."
,Apicultura Wiki,http://apicultura.wikia.com,Lifestyle,http://images.wikia.com/joeplayground/images/5/51/ES_Beekeeping_480.png,"Las abejas no solo sirven para dar miel, descubre qué otras cosas pueden hacer y aprende cosas muy interesantes sobre el proceso de extracción de la miel, sus propiedades y los animales encargados de producirla"
,Futbolpedia,http://futbol.wikia.com,Lifestyle,http://images.wikia.com/joeplayground/images/b/b2/ES_Football_480.png,"El deporte rey en todo el mundo, une a 22 jugadores, 4 árbitros, dos porterías y un balón y hazlos correr detrás del balón dándole patadas. Algo tan simple puede liberar la euforia de millones de personas en todo el mundo, demuestra lo que sabes y ayuda a hacer crecer la mayor base de datos sobre fútbol"
,Arte Wiki,http://arte.wikia.com,Lifestyle,http://images.wikia.com/joeplayground/images/6/60/ES_Art_480.png,"El arte es la expresión de la cultura de cada persona, algo personal y a la vez colectivo. Hay muchas formas de definir el arte, pero cada uno lo vive de una forma diferente, experimenta desde un punto de vista colectivo cómo viven en este wiki las expresiones del arte"
,Wiki Micronacional,http://micronaciones.wikia.com,Lifestyle,http://images.wikia.com/joeplayground/images/e/e0/ES_Micronations_480.png,"¿Sueñas con ser rey, presidente o alcalde de tu propia nación? Nosotros no podemos darte esos puestos, pero podemos ayudarte a que crees tu propia micronación, donde puedes decidir cómo se organizará, quién gobernará y todo lo que quieras, ¡diviértete!"
,Wiki de Historia Alternativa,http://es.althistory.wikia.com,Lifestyle,http://images.wikia.com/joeplayground/images/e/ed/ES_Alternative_History_480.png,"Imagina pequeños cambios en la historia, ¿qué habría pasado si no hubiese nacido alguien? Desata el ""efecto mariposa"" en tu imaginación, cambia pequeñas cosas de la historia y observa cómo afectarían al presente, diviértete imaginando lo que pudo ser y no fue"
,Música Wiki,http://es.musica.wikia.com,Lifestyle,http://images.wikia.com/joeplayground/images/6/69/ES_Music_480.png,"Algo tan sencillo y a la vez tan importante en nuestras vidas. La música es capaz de levantarnos el ánimo o cambiarnos la cara en cualquier momento, descubre nuevas canciones y artistas en este wiki"
,Wiki Marvel Fanon,http://es.marvelfanon.wikia.com,Lifestyle,http://images.wikia.com/joeplayground/images/7/7c/ES_Marvel_Fanon_480.png,"El universo Marvel es enorme, miles de personajes, miles de historias y cientos de situaciones diferentes, batallas, guerras, muertes... ahora tú tienes el mando, crea tu propia historia basada en este universo y demuestra a los demás cómo es tu Universo Marvel"
,Mocers Wiki,http://es.bionicletales.wikia.com,Lifestyle,http://images.wikia.com/joeplayground/images/5/53/ES_Moccers_480.png,"Si coleccionas Bionicles disfrutarás de este wiki, ¡crea tus propias historias sobre Bionicles!"
